Code_Postal;Rue;Rue_complement;Ville;Département;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;Geoloc2
"97410";"27 AVENUE DU DR JEAN MARIE DAMBREVILLE";;"SAINT-PIERRE";"REUNION";"-21.339532";"55.491168";"27 Avenue du Docteur Jean Marie Dambreville 97410 Saint-Pierre";"0.73";"housenumber";"ADRNIVX_0000002006198806";"27";"Avenue du Docteur Jean Marie Dambreville";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.338936,55.489678"
"97442";"23 CHEMIN PAUL HOARAU ";;"SAINT-PHILIPPE";"REUNION";"-21.361348";"55.726464";"23 Chemin Paul Hoareau 97442 Saint-Philippe";"0.73";"housenumber";"ADRNIVX_0000001402055821";"23";"Chemin Paul Hoareau";;"97442";"Saint-Philippe";"974, La RÃ©union";"97417";"-21.361348,55.726464"
"97460";"14 RUE JULES THIREL";;"SAINT-PAUL";"REUNION";"-20.986966";"55.297659";"14 Rue Jules Thirel 97460 Saint-Paul";"0.73";"housenumber";"ADRNIVX_0000001402282054";"14";"Rue Jules Thirel";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-20.986966,55.297659"
"97438";"53 RUE SARDA GARRIGA";;"SAINTE-MARIE";"REUNION";"-20.900549";"55.557805";"53 Rue Sarda Garriga 97438 Sainte-Marie";"0.73";"housenumber";"ADRNIVX_0000001401777869";"53";"Rue Sarda Garriga";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.900549,55.557805"
"97490";"16 RUE MAURICE TOMI";;"SAINT-DENIS";"REUNION";"-20.907558";"55.500448";"16 Rue Maurice Tomi 97490 Saint-Denis";"0.73";"housenumber";"ADRNIVX_0000002006200902";"16";"Rue Maurice Tomi";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.907654,55.500167"
"97440";"580 RUE ERNEST IMAHO ";;"SAINT-ANDRE";"REUNION";"-20.94858";"55.654744";"580 Rue Ernest Imaho 97440 Saint-AndrÃ©";"0.73";"housenumber";"ADRNIVX_0000001401829250";"580";"Rue Ernest Imaho";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.94858,55.654744"
"97411";"131 BIS CHEMIN MACE ";;"SAINT-PAUL";"REUNION";"-20.998054";"55.319916";"131 BIS Chemin MacÃ© 97411 Saint-Paul";"0.73";"housenumber";"ADRNIVX_0000002100561526";"131 BIS";"Chemin MacÃ©";;"97411";"Saint-Paul";"974, La RÃ©union";"97415";"-20.998054,55.319916"
"97425";"21 IMPASSE JACKY FORT";;"LES AVIRONS";"REUNION";"-21.243748";"55.337536";"21 Impasse Jacky Fort 97425 Les Avirons";"0.73";"housenumber";"ADRNIVX_0000001401967511";"21";"Impasse Jacky Fort";;"97425";"Les Avirons";"974, La RÃ©union";"97401";"-21.243748,55.337536"
"84800";"COURS RENE CHAR";;"L'ISLE SUR LA SORGUE";"VAUCLUSE";"43.914036";"5.055756";"Cours RenÃ© Char 84800 L'Isle-sur-la-Sorgue";"0.73";"street";"84054_XXXX_de74d0";;"Cours RenÃ© Char";;"84800";"L'Isle-sur-la-Sorgue";"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur";"84054";"43.915457,5.056525"
"97460";"14 RUE JULES THIREL";;"SAINT-PAUL";"REUNION";"-20.986966";"55.297659";"14 Rue Jules Thirel 97460 Saint-Paul";"0.73";"housenumber";"ADRNIVX_0000001402282054";"14";"Rue Jules Thirel";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-20.986966,55.297659"
"97400";"20 RUE DES CYTISES";;"SAINT-DENIS";"REUNION";"-20.89747";"55.458288";"20 Rue des Cytises 97400 Saint-Denis";"0.73";"housenumber";"ADRNIVX_0000001401777139";"20";"Rue des Cytises";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.897421,55.458299"
"97440";"77 IMPASSE DU CENTRE ";;"SAINT-ANDRE";"REUNION";"-20.947384";"55.654312";"77 Impasse du Centre 97440 Saint-AndrÃ©";"0.73";"housenumber";"ADRNIVX_0000001401826345";"77";"Impasse du Centre";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.947384,55.654312"
"97419";"16 RUE SIMONE PINEL ";;"LA POSSESSION";"REUNION";"-20.951777";"55.327653";"16 Rue Simone Pinel 97419 La Possession";"0.73";"housenumber";"ADRNIVX_0000001401836841";"16";"Rue Simone Pinel";;"97419";"La Possession";"974, La RÃ©union";"97408";"-20.951777,55.327653"
"97420";"20 RUE FRANCOIS DE MAHY";;"LE PORT";"REUNION";"-20.937778";"55.291054";"20 Rue FranÃ§ois de Mahy 97420 Le Port";"0.73";"housenumber";"ADRNIVX_0000001401821393";"20";"Rue FranÃ§ois de Mahy";;"97420";"Le Port";"974, La RÃ©union";"97407";"-20.937778,55.291054"
"97400";"4 ALLEE DES COLAS";;"SAINT-DENIS";"REUNION";"-20.891779";"55.464305";"4 AllÃ©e des Colas 97400 Saint-Denis";"0.73";"housenumber";"ADRNIVX_0000001401768792";"4";"AllÃ©e des Colas";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.891799,55.4643"
"97430";"190 RUE DES POINSETIAS";;"LE TAMPON";"REUNION";"-21.241296";"55.527591";"190 Rue des Poinsetias 97430 Le Tampon";"0.73";"housenumber";"ADRNIVX_0000001401962946";"190";"Rue des Poinsetias";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.241296,55.527591"
"97430";"65 RUE HUBERT DELISLE";;"LE TAMPON";"REUNION";"-21.283462";"55.520576";"65 Rue Hubert Delisle 97430 Le Tampon";"0.73";"housenumber";"ADRNIVX_0000001402420186";"65";"Rue Hubert Delisle";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.283462,55.520576"
"97430";"85 RUE HUBERT DELISLE";;"LE TAMPON";"REUNION";"-21.282913";"55.519808";"85 Rue Hubert Delisle 97430 Le Tampon";"0.73";"housenumber";"ADRNIVX_0000001402420196";"85";"Rue Hubert Delisle";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.282913,55.519808"
"97410";"118 CHEMIN QUINTON";;"SAINT-PIERRE";"REUNION";"-21.310815";"55.476794";"118 Chemin Quinton 97410 Saint-Pierre";"0.73";"housenumber";"ADRNIVX_0000001402406623";"118";"Chemin Quinton";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.310815,55.476794"
"97460";"11 RUE DES MASCARINS ";;"SAINT-PAUL";"REUNION";"-21.026804";"55.270123";"11 Rue des Mascarins 97460 Saint-Paul";"0.73";"housenumber";"ADRNIVX_0000001402393756";"11";"Rue des Mascarins";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-21.026804,55.270124"
"97400";"10 RUE MONTREUIL";;"SAINT-DENIS";"REUNION";"-20.881479";"55.457872";"10 Rue Montreuil 97400 Saint-Denis";"0.73";"housenumber";"ADRNIVX_0000001401760772";"10";"Rue Montreuil";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.881422,55.457766"
"97470";"20 RUE LOUIS BRUNET";;"SAINT-BENOIT";"REUNION";"-21.03527";"55.713024";"20 Rue Louis Brunet 97470 Saint-BenoÃ®t";"0.73";"housenumber";"ADRNIVX_0000001401881362";"20";"Rue Louis Brunet";;"97470";"Saint-BenoÃ®t";"974, La RÃ©union";"97410";"-21.03527,55.713024"
"97432";"5 RUE PASTEUR CD28";;"SAINT-PIERRE";"REUNION";"-21.285162";"55.470472";"5 Rue Pasteur Cd28 97432 Saint-Pierre";"0.73";"housenumber";"ADRNIVX_0000001402408296";"5";"Rue Pasteur Cd28";;"97432";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.285031,55.470189"
"97430";"311 RUE HUBERT DELISLE";;"LE TAMPON";"REUNION";"-21.275063";"55.51314";"311 Rue Hubert Delisle 97430 Le Tampon";"0.73";"housenumber";"ADRNIVX_0000001401994024";"311";"Rue Hubert Delisle";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.275063,55.51314"
"97430";"33 IMPASSE FELIX GUYON";;"LE TAMPON";"REUNION";"-21.260599";"55.520782";"33 Impasse FÃ©lix Guyon 97430 Le Tampon";"0.73";"housenumber";"ADRNIVX_0000001401979245";"33";"Impasse FÃ©lix Guyon";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.260599,55.520782"
"97410";"RDC 121 RUE MARIUS ET ARY LEBLOND";;"SAINT-PIERRE";"REUNION";"-21.336321";"55.469842";"121 Rue Marius et Ary Leblond 97410 Saint-Pierre";"0.73";"housenumber";"ADRNIVX_0000001402039949";"121";"Rue Marius et Ary Leblond";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.336321,55.469842"
"97410";"14 C RUE SUFFREN";;"SAINT-PIERRE";"REUNION";"-21.342445";"55.471033";"14 C Rue Suffren 97410 Saint-Pierre";"0.73";"housenumber";"ADRNIVX_0000001402445469";"14 C";"Rue Suffren";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.342445,55.471033"
"97400";"1 ALLEE DES AGATES ";;"SAINT-DENIS";"REUNION";"-20.894995";"55.445429";"1 AllÃ©e des Agates 97400 Saint-Denis";"0.73";"housenumber";"ADRNIVX_0000001401774968";"1";"AllÃ©e des Agates";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.895154,55.445538"
"97490";"12 RUE RENE DEMARNE";;"SAINT-DENIS";"REUNION";"-20.903315";"55.50232";"12 Rue RenÃ© Demarne 97490 Saint-Denis";"0.73";"housenumber";"ADRNIVX_0000001402628738";"12";"Rue RenÃ© Demarne";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.9031,55.502295"
"97411";"32 RUE FREDERIC PAYET";;"SAINT-PAUL";"REUNION";"-20.979149";"55.318199";"32 Rue FrÃ©dÃ©ric Payet 97411 Saint-Paul";"0.73";"housenumber";"ADRNIVX_0000001401856633";"32";"Rue FrÃ©dÃ©ric Payet";;"97411";"Saint-Paul";"974, La RÃ©union";"97415";"-20.979149,55.318199"
"97450";"58 D CHEMIN BELLEVUE ";;"SAINT-LOUIS";"REUNION";"-21.250991";"55.404207";"58 D Chemin Bellevue 97450 Saint-Louis";"0.73";"housenumber";"ADRNIVX_0000001402405808";"58 D";"Chemin Bellevue";;"97450";"Saint-Louis";"974, La RÃ©union";"97414";"-21.250991,55.404207"
"97480";"6 IMPASSE RICHELIEU";;"SAINT-JOSEPH";"REUNION";"-21.381591";"55.614531";"6 Impasse Richelieu 97480 Saint-Joseph";"0.73";"housenumber";"ADRNIVX_0000001402067177";"6";"Impasse Richelieu";;"97480";"Saint-Joseph";"974, La RÃ©union";"97412";"-21.381591,55.614531"
"97490";"17 RUE MAURICE TOMI";;"SAINT-DENIS";"REUNION";"-20.907098";"55.501277";"17 Rue Maurice Tomi 97490 Saint-Denis";"0.73";"housenumber";"ADRNIVX_0000001402455200";"17";"Rue Maurice Tomi";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.90725,55.501052"
"97420";"70 RUE GENERAL DE GAULLE";;"LE PORT";"REUNION";"-20.940496";"55.295393";"70 Rue GÃ©nÃ©ral de Gaulle 97420 Le Port";"0.73";"housenumber";"ADRNIVX_0000001401823388";"70";"Rue GÃ©nÃ©ral de Gaulle";;"97420";"Le Port";"974, La RÃ©union";"97407";"-20.940496,55.295393"
"97440";"64 RUE JULES FERRY";;"SAINT-ANDRE";"REUNION";"-20.942958";"55.659458";"64 Rue Jules Ferry 97440 Saint-AndrÃ©";"0.72";"housenumber";"ADRNIVX_0000001401821901";"64";"Rue Jules Ferry";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.942958,55.659458"
"3100";"67 RUE BARATHON";;"MONTLUCON";"ALLIER";"46.334084";"2.604126";"67 Rue Barathon 03100 MontluÃ§on";"0.72";"housenumber";"ADRNIVX_0000000285232793";"67";"Rue Barathon";;"3100";"MontluÃ§on";"03, Allier, Auvergne-RhÃ´ne-Alpes (Auvergne)";"3185";
"97400";"64 RUE PASTEUR";;"SAINT-DENIS";"REUNION";"-20.878433";"55.452366";"64 Rue Pasteur 97400 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000001401758786";"64";"Rue Pasteur";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.878478,55.452387"
"97440";"303 RUE ANDROPOLIS";;"SAINT-ANDRE";"REUNION";"-20.963281";"55.661454";"303 Rue Andropolis 97440 Saint-AndrÃ©";"0.72";"housenumber";"ADRNIVX_0000001402302641";"303";"Rue Andropolis";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.963281,55.661454"
"97430";"121 RUE BENJAMIN HOARAU";;"LE TAMPON";"REUNION";"-21.277794";"55.51293";"121 Rue Benjamin Hoareau 97430 Le Tampon";"0.72";"housenumber";"ADRNIVX_0000001402267644";"121";"Rue Benjamin Hoareau";;"97430";"Le Tampon";"974, La RÃ©union";"97422";"-21.277794,55.51293"
"97438";"2 IMPASSE LE VERGER ";;"SAINTE-MARIE";"REUNION";"-20.910115";"55.567951";"2 Impasse le Verger 97438 Sainte-Marie";"0.72";"housenumber";"ADRNIVX_0000001401789510";"2";"Impasse le Verger";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.910115,55.567951"
"97438";"82 CHEMIN CONTEUR";;"SAINTE-MARIE";"REUNION";"-20.950444";"55.539521";"82 Chemin Conteur 97438 Sainte-Marie";"0.72";"housenumber";"ADRNIVX_0000001401834475";"82";"Chemin Conteur";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.950444,55.539521"
"97435";"7 CHEMIN TAMATAVE";;"SAINT-PAUL";"REUNION";"-21.047944";"55.265682";"7 Chemin Tamatave 97435 Saint-Paul";"0.72";"housenumber";"ADRNIVX_0000001401899210";"7";"Chemin Tamatave";;"97435";"Saint-Paul";"974, La RÃ©union";"97415";"-21.047944,55.265682"
"97400";"7 RUE DE L EUROPE";;"SAINT-DENIS";"REUNION";"-20.895097";"55.468858";"7 Rue de l'Europe 97400 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000001401774376";"7";"Rue de l'Europe";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.895034,55.468882"
"97440";"414 BIS CHEMIN RIO ";;"SAINT-ANDRE";"REUNION";"-20.951145";"55.664955";"414 BIS Chemin Rio 97440 Saint-AndrÃ©";"0.72";"housenumber";"ADRNIVX_0000001401831312";"414 BIS";"Chemin Rio";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.951145,55.664955"
"34070";"6 RUE JEAN RAYMOND DE COMMINGES";;"MONTPELLIER";"HERAULT";"43.594109";"3.867587";"6 Rue Jean Raimond de Comminges 34070 Montpellier";"0.72";"housenumber";"ADRNIVX_0000002009676150";"6";"Rue Jean Raimond de Comminges";;"34070";"Montpellier";"34, HÃ©rault, Occitanie (Languedoc-Roussillon)";"34172";"43.593992,3.867838"
"97441";"38 RUE DESPREZ ";;"SAINTE-SUZANNE";"REUNION";"-20.907594";"55.611237";"38 Rue Desprez 97441 Sainte-Suzanne";"0.72";"housenumber";"ADRNIVX_0000001402396678";"38";"Rue Desprez";;"97441";"Sainte-Suzanne";"974, La RÃ©union";"97420";"-20.907594,55.611237"
"97460";"32 RUE DU COMMERCE";;"SAINT-PAUL";"REUNION";"-21.010488";"55.271863";"32 Rue du Commerce 97460 Saint-Paul";"0.72";"housenumber";"ADRNIVX_0000001401870409";"32";"Rue du Commerce";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-21.010488,55.271863"
"97438";"66 RUE JEAN XXIII";;"SAINTE-MARIE";"REUNION";"-20.944151";"55.51664";"66 Rue Jean XXIII 97438 Sainte-Marie";"0.72";"housenumber";"ADRNIVX_0000001401824833";"66";"Rue Jean XXIII";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.944151,55.51664"
"97438";"1 RUE CLEMENT ADER";;"SAINTE-MARIE";"REUNION";"-20.900624";"55.523445";"1 Rue ClÃ©ment Ader 97438 Sainte-Marie";"0.72";"housenumber";"ADRNIVX_0000001402435498";"1";"Rue ClÃ©ment Ader";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.900625,55.523446"
"97438";"8 ALLEE DES ROSIERS ";;"SAINTE-MARIE";"REUNION";"-20.927633";"55.522689";"8 AllÃ©e des Rosiers 97438 Sainte-Marie";"0.72";"housenumber";"ADRNIVX_0000001402295531";"8";"AllÃ©e des Rosiers";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.927633,55.522689"
"97400";"91 RUE DES BOIS DE NEFLES ";;"SAINT-DENIS";"REUNION";"-20.889257";"55.462723";"91 Rue du Bois de NÃ¨fles 97400 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000002100564929";"91";"Rue du Bois de NÃ¨fles";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.888784,55.462836"
"97490";"5 RUE ROBERT LABOR";;"SAINT-DENIS";"REUNION";"-20.888228";"55.477199";"5 Rue Robert Labor 97490 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000001401764398";"5";"Rue Robert Labor";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.888232,55.476649"
"97421";"31 CHEMIN GRAVITER";;"SAINT-LOUIS";"REUNION";"-21.279924";"55.447955";"31 Chemin Graviter 97421 Saint-Louis";"0.72";"housenumber";"ADRNIVX_0000001402001496";"31";"Chemin Graviter";;"97421";"Saint-Louis";"974, La RÃ©union";"97414";"-21.279924,55.447955"
"97438";"50 RUE ANDRE LARDY";;"SAINTE-MARIE";"REUNION";"-20.898458";"55.533591";"50 Rue AndrÃ© Lardy 97438 Sainte-Marie";"0.72";"housenumber";"ADRNIVX_0000001401775852";"50";"Rue AndrÃ© Lardy";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.897664,55.533515"
"97440";"BRAS DES CHEVRETTES ";;"SAINT-ANDRE";"REUNION";"-20.965891";"55.624267";"Bras des Chevrettes 97440 Saint-AndrÃ©";"0.72";"street";"97409_B040_fbbfac";;"Bras des Chevrettes";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.961202,55.623647"
"97410";"ALL DES ATELIERS RELAIS";;"SAINT-PIERRE";"REUNION";"-21.31586";"55.474141";"AllÃ©e des Ateliers Relais 97410 Saint-Pierre";"0.72";"street";"97416_XXXX_e8ba39";;"AllÃ©e des Ateliers Relais";;"97410";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.31585,55.474127"
"97490";"8 RUE DE L AMITIE";;"SAINT-DENIS";"REUNION";"-20.902034";"55.500186";"8 Rue de l'AmitiÃ© 97490 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000001402296433";"8";"Rue de l'AmitiÃ©";;"97490";"Saint-Denis";"974, La RÃ©union";"97411";"-20.901978,55.49997"
"97440";"78 RUE DES LETCHIS";;"SAINT-ANDRE";"REUNION";"-20.973032";"55.656141";"78 Rue des Letchis 97440 Saint-AndrÃ©";"0.72";"housenumber";"ADRNIVX_0000001401852487";"78";"Rue des Letchis";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.973032,55.656141"
"97427";"3 IMPASSE DES MANDARINIERS";;"ETANG SALE";"REUNION";"-21.268009";"55.372984";"3 Impasse des Mandariniers 97427 L'Ã‰tang-SalÃ©";"0.72";"housenumber";"ADRNIVX_0000001401988945";"3";"Impasse des Mandariniers";;"97427";"L'Ã‰tang-SalÃ©";"974, La RÃ©union";"97404";"-21.268009,55.372984"
"97412";"8 RUE DES BECS ROSES";;"BRAS-PANON";"REUNION";"-20.996335";"55.681648";"8 Rue des Becs Roses 97412 Bras-Panon";"0.72";"housenumber";"ADRNIVX_0000001401862330";"8";"Rue des Becs Roses";;"97412";"Bras-Panon";"974, La RÃ©union";"97402";"-20.996335,55.681648"
"75011";"38 RUE AMELOT";;"PARIS";"PARIS";"48.85838";"2.368601";"38 Rue Amelot 75011 Paris";"0.72";"housenumber";"ADRNIVX_0000000270771400";"38";"Rue Amelot";;"75011";"Paris";"75, Paris, ÃŽle-de-France";"75111";"48.858372,2.368604"
"75007";"20 AVENUE RAPP";;"PARIS";"PARIS";"48.859351";"2.300438";"20 Avenue Rapp 75007 Paris";"0.72";"housenumber";"ADRNIVX_0000000270768384";"20";"Avenue Rapp";;"75007";"Paris";"75, Paris, ÃŽle-de-France";"75107";
"97426";"12 B LOTISSEMENT PADRE ";;"TROIS BASSINS";"REUNION";"-21.105429";"55.300021";"12 B Lotissement Padre 97426 Les Trois-Bassins";"0.72";"housenumber";"ADRNIVX_0000002100559567";"12 B";"Lotissement Padre";;"97426";"Les Trois-Bassins";"974, La RÃ©union";"97423";"-21.10545,55.299875"
"97460";"162 B RUE MARIUS ET ARY LEBLOND";;"SAINT-PAUL";"REUNION";"-21.003629";"55.276637";"162 BIS Rue Marius et Ary Leblond 97460 Saint-Paul";"0.72";"housenumber";"ADRNIVX_0000001401868561";"162 BIS";"Rue Marius et Ary Leblond";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-21.003629,55.276637"
"97438";"8 RUE ROGER PAYET";;"SAINTE-MARIE";"REUNION";"-20.906819";"55.507346";"8 Rue Roger Payet 97438 Sainte-Marie";"0.72";"housenumber";"ADRNIVX_0000001402401764";"8";"Rue Roger Payet";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.906819,55.507346"
"97450";"30 RUE SAINT LOUIS";;"SAINT-LOUIS";"REUNION";"-21.288015";"55.412447";"30 Rue Saint-Louis 97450 Saint-Louis";"0.72";"housenumber";"ADRNIVX_0000001402423386";"30";"Rue Saint-Louis";;"97450";"Saint-Louis";"974, La RÃ©union";"97414";"-21.282963,55.429073"
"97436";"21 RUE DES AVOCATIERS ";;"SAINT-LEU";"REUNION";"-21.140464";"55.29324";"21 Rue des Avocatiers 97436 Saint-Leu";"0.72";"housenumber";"ADRNIVX_0000001401930115";"21";"Rue des Avocatiers";;"97436";"Saint-Leu";"974, La RÃ©union";"97413";"-21.140464,55.29324"
"97400";"45 RUE DE PARIS";;"SAINT-DENIS";"REUNION";"-20.884067";"55.450508";"45 Rue de Paris 97400 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000001402433908";"45";"Rue de Paris";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.884051,55.450604"
"97400";"35 RUE PASTEUR";;"SAINT-DENIS";"REUNION";"-20.878762";"55.450863";"35 Rue Pasteur 97400 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000002100564441";"35";"Rue Pasteur";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.878699,55.450972"
"97423";"40 ROUTE DU MAIDO";;"SAINT-PAUL";"REUNION";"-21.037254";"55.311196";"40 Route du Maido 97423 Saint-Paul";"0.72";"housenumber";"ADRNIVX_0000001401885456";"40";"Route du Maido";;"97423";"Saint-Paul";"974, La RÃ©union";"97415";"-21.037254,55.311196"
"97412";"10 RUE EDMOND ALBIUS ";;"BRAS-PANON";"REUNION";"-21.001513";"55.687097";"10 Rue Edmond Albius 97412 Bras-Panon";"0.72";"housenumber";"ADRNIVX_0000001401865998";"10";"Rue Edmond Albius";;"97412";"Bras-Panon";"974, La RÃ©union";"97402";"-21.001513,55.687097"
"97432";"8 ALLEE DES POMME LATANIERS";;"SAINT-PIERRE";"REUNION";"-21.29029";"55.461275";"8 AllÃ©e des Pommes Lataniers 97432 Saint-Pierre";"0.72";"housenumber";"ADRNIVX_0000001402015170";"8";"AllÃ©e des Pommes Lataniers";;"97432";"Saint-Pierre";"974, La RÃ©union";"97416";"-21.29029,55.461275"
"97460";"26 RUE DU COMMERCE";;"SAINT-PAUL";"REUNION";"-21.010892";"55.27158";"26 Rue du Commerce 97460 Saint-Paul";"0.72";"housenumber";"ADRNIVX_0000001402281852";"26";"Rue du Commerce";;"97460";"Saint-Paul";"974, La RÃ©union";"97415";"-21.010892,55.27158"
"97450";"25 RUE DE L EGLISE";;"SAINT-LOUIS";"REUNION";"-21.288559";"55.408359";"25 Rue de l'Ã‰glise 97450 Saint-Louis";"0.72";"housenumber";"ADRNIVX_0000001402446336";"25";"Rue de l'Ã‰glise";;"97450";"Saint-Louis";"974, La RÃ©union";"97414";"-21.288559,55.408359"
"97440";"150 ALLEE DES COCOS ";;"SAINT-ANDRE";"REUNION";"-20.955776";"55.65084";"150 AllÃ©e des Cocos 97440 Saint-AndrÃ©";"0.72";"housenumber";"ADRNIVX_0000001401837776";"150";"AllÃ©e des Cocos";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.955954,55.651114"
"97416";"4 RUE DES PERVENCHES";;"SAINT-LEU";"REUNION";"-21.152559";"55.31946";"4 Rue des Pervenches 97416 Saint-Leu";"0.72";"housenumber";"ADRNIVX_0000001402256877";"4";"Rue des Pervenches";;"97416";"Saint-Leu";"974, La RÃ©union";"97413";"-21.152559,55.31946"
"97440";"1463 CHEMIN BRUNET";;"SAINT-ANDRE";"REUNION";"-20.93597";"55.663011";"1463 Chemin Brunet 97440 Saint-AndrÃ©";"0.72";"housenumber";"ADRNIVX_0000001401812224";"1463";"Chemin Brunet";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.93597,55.663011"
"97425";"7 RUE SYLVIE CADET";;"LES AVIRONS";"REUNION";"-21.243025";"55.33563";"7 Rue Sylvie Cadet 97425 Les Avirons";"0.72";"housenumber";"ADRNIVX_0000001401967560";"7";"Rue Sylvie Cadet";;"97425";"Les Avirons";"974, La RÃ©union";"97401";"-21.243025,55.33563"
"75007";"78 A RUE DES SEVRES";;"PARIS";"PARIS";"48.847724";"2.317974";"78 A Rue de Sevres 75007 Paris";"0.72";"housenumber";"ADRNIVX_0000000358954413";"78 A";"Rue de Sevres";;"75007";"Paris";"75, Paris, ÃŽle-de-France";"75107";"48.847737,2.317974"
"97426";" 27 CHEMIN DU PONT NEUF ";;"TROIS BASSINS";"REUNION";"-21.106414";"55.289886";"27 Chemin du Pont Neuf 97426 Les Trois-Bassins";"0.72";"housenumber";"ADRNIVX_0000001401920868";"27";"Chemin du Pont Neuf";;"97426";"Les Trois-Bassins";"974, La RÃ©union";"97423";"-21.106414,55.289886"
"97438";"RIVIERE DES PLUIES";;"SAINTE-MARIE";"REUNION";"-20.914099";"55.511228";"Riviere des Pluies 97438 Sainte-Marie";"0.72";"street";"97418_B450_7558de";;"Riviere des Pluies";;"97438";"Sainte-Marie";"974, La RÃ©union";"97418";"-20.91455,55.51317"
"97434";"88 RUE DES SABLES";;"SAINT-PAUL";"REUNION";"-21.039804";"55.217228";"88 Rue des Sables 97434 Saint-Paul";"0.72";"housenumber";"ADRNIVX_0000001401889236";"88";"Rue des Sables";;"97434";"Saint-Paul";"974, La RÃ©union";"97415";"-21.039808,55.217483"
"97400";"41 RUE FENELON";;"SAINT-DENIS";"REUNION";"-20.886747";"55.44883";"41 Rue FÃ©nelon 97400 Saint-Denis";"0.72";"housenumber";"ADRNIVX_0000001401765112";"41";"Rue FÃ©nelon";;"97400";"Saint-Denis";"974, La RÃ©union";"97411";"-20.886734,55.448648"
"97440";"2550 CHEMIN DIORE";;"SAINT-ANDRE";"REUNION";"-20.98433";"55.618283";"2550 Chemin Diore 97440 Saint-AndrÃ©";"0.72";"housenumber";"ADRNIVX_0000001402294371";"2550";"Chemin Diore";;"97440";"Saint-AndrÃ©";"974, La RÃ©union";"97409";"-20.975452,55.645226"
