ANNEE;INSEE;COMMUNE;SINISTRE
"2011";"68201";"MASEVAUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68202";"MERTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68016";"BALGAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68336";"TRAUBACH-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68113";"GUEMAR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68195";"LUTTERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68224";"MULHOUSE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68205";"MEYENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68301";"SCHLIERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68049";"BOUXWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68061";"BUSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68021";"BARTENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68282";"ROMAGNY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68069";"DESSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68350";"VOEGTLINSHOFFEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68361";"WEGSCHEID";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68318";"SOULTZMATT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68059";"BURNHAUPT-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68063";"CERNAY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68099";"FROENINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68278";"RIXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68188";"LINTHAL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68017";"BALLERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68348";"VIEUX-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68126";"HEGENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68074";"DURLINSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68329";"STOSSWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68150";"HUSSEREN-LES-CHATEAUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68133";"HENFLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68206";"MICHELBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68089";"FELLERING";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68383";"ZELLENBERG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68231";"NEUF-BRISACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68298";"SAINTE-MARIE-AUX-MINES";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68312";"SONDERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68041";"BLODELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68354";"WALBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68277";"RIQUEWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68156";"ISSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68016";"BALGAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68156";"ISSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68117";"GUNSBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68278";"RIXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68156";"ISSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68212";"MOERNACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68208";"MICHELBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68180";"LEIMBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68200";"MANSPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68383";"ZELLENBERG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68156";"ISSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68074";"DURLINSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68250";"ORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68336";"TRAUBACH-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68192";"VALDIEU-LUTRAN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68061";"BUSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68360";"WECKOLSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68201";"MASEVAUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68203";"MERXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68041";"BLODELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68063";"CERNAY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68268";"RETZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68202";"MERTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68213";"MOLLAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68356";"WALHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68260";"RAEDERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68337";"TRAUBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68099";"FROENINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68089";"FELLERING";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68242";"OBERHERGHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68351";"VOGELGRUN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68224";"MULHOUSE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68212";"MOERNACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68169";"KOESTLACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68210";"MITTLACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68289";"RUELISHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68091";"FESSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68291";"RUMERSHEIM-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68356";"WALHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68195";"LUTTERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68171";"KRUTH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68242";"OBERHERGHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68322";"STEINBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68300";"SAUSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68046";"BOURBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68089";"FELLERING";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68247";"ODEREN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68320";"SPECHBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68250";"ORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68213";"MOLLAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68319";"SPECHBACH-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68106";"GOLDBACH-ALTENBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68017";"BALLERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68147";"HUNAWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68348";"VIEUX-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68362";"WENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68340";"UEBERSTRASS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68249";"ORBEY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68131";"HEIWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68365";"WETTOLSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2011";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68343";"UNGERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68375";"WITTELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68111";"GUEBERSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68016";"BALGAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68018";"BALSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68307";"SEWEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68180";"LEIMBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68301";"SCHLIERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68125";"HECKEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68308";"SICKERT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68125";"HECKEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68167";"KIRCHBERG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68241";"OBERENTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68195";"LUTTERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68039";"BISEL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68262";"RANSPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68139";"HIRTZBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68179";"LAUW";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68091";"FESSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68172";"KUNHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68106";"GOLDBACH-ALTENBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68322";"STEINBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68276";"RIMBACHZELL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68379";"WOLFGANTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68089";"FELLERING";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68243";"OBERLARG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68222";"MUESPACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68242";"OBERHERGHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68126";"HEGENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68031";"BERNWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68016";"BALGAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68016";"BALGAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68306";"SEPPOIS-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68227";"MUNTZENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68300";"SAUSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68113";"GUEMAR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68077";"EGLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68290";"RUSTENHART";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68237";"NIEDERMORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68294";"SAINTE-CROIX-AUX-MINES";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68259";"RAEDERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68125";"HECKEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68212";"MOERNACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68320";"SPECHBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68384";"ZILLISHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68101";"GALFINGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68344";"URBES";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68216";"MOOSLARGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68077";"EGLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68235";"NIEDERHERGHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68315";"SOULTZ-HAUT-RHIN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68120";"HAGENTHAL-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68139";"HIRTZBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68189";"LOGELHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68168";"KNOERINGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68334";"THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68251";"OSENBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68073";"DOLLEREN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68250";"ORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68290";"RUSTENHART";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68195";"LUTTERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68287";"ROUFFACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68079";"ELBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68155";"INGERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68099";"FROENINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68289";"RUELISHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68356";"WALHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68147";"HUNAWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68095";"FORTSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68127";"HEIDWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68143";"HOLTZWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68021";"BARTENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68206";"MICHELBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68195";"LUTTERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68040";"BITSCHWILLER-LES-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68128";"HEIMERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68132";"HELFRANTZKIRCH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68155";"INGERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68045";"BOURBACH-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68039";"BISEL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68372";"WILLER-SUR-THUR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68192";"VALDIEU-LUTRAN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68014";"AUBURE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68200";"MANSPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68061";"BUSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68077";"EGLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68372";"WILLER-SUR-THUR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68128";"HEIMERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68221";"MUESPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68229";"MURBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68362";"WENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68128";"HEIMERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68015";"BALDERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68225";"MUNCHHOUSE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68226";"MUNSTER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68142";"HOHROD";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68147";"HUNAWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68113";"GUEMAR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68252";"OSTHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68039";"BISEL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68362";"WENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68278";"RIXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68351";"VOGELGRUN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68348";"VIEUX-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68128";"HEIMERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68106";"GOLDBACH-ALTENBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68344";"URBES";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68093";"FLAXLANDEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68195";"LUTTERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68117";"GUNSBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68152";"ILLFURTH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68138";"HIRSINGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68119";"HAGENBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68180";"LEIMBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68193";"LUTTENBACH-PRES-MUNSTER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68007";"ANDOLSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68202";"MERTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68093";"FLAXLANDEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68080";"EMLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68322";"STEINBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68065";"CHAVANNES-SUR-L'ETANG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68077";"EGLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68331";"SUNDHOFFEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68139";"HIRTZBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68095";"FORTSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68221";"MUESPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68126";"HEGENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68190";"LUCELLE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68367";"WIDENSOLEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68187";"LINSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68152";"ILLFURTH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68239";"OBERBRUCK";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68125";"HECKEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68101";"GALFINGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68242";"OBERHERGHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68353";"WAHLBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68241";"OBERENTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68184";"LIEBSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68333";"TAGSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68079";"ELBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68089";"FELLERING";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68306";"SEPPOIS-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68167";"KIRCHBERG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68372";"WILLER-SUR-THUR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68026";"BENNWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68352";"VOLGELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68157";"JEBSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68345";"URSCHENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68150";"HUSSEREN-LES-CHATEAUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68350";"VOEGTLINSHOFFEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2012";"68134";"HERRLISHEIM-PRES-COLMAR";"RECUPERATION D'ESSAIM D'ABEILLES"
